Id_INVAS_COMPLETO,Grupo,Orden filogenetico,familia,Nombre cientifico,Ambiente,Origen,Presencia,Estatus,Ficha,Instrumento legal,Enciclovida 2020,enciclovida_id
3009INVAS,Plantas,4,Oleaceae,Jasminum multiflorum,Terrestre,Exótica,Presente confinada,,,,,166107
3010INVAS,Plantas,4,Oleaceae,Jasminum sambac,Terrestre,Exótica,Presente,,,,,166111
3052INVAS,Reptiles,18,Colubridae,Lampropeltis nigrita,Terrestre,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,284255
3092INVAS,Plantas,4,Lythraceae,Lawsonia inermis,Terrestre,Exótica,Presente,,,,,164981
3115INVAS,Peces,16,Centrarchidae,Lepomis humilis,Dulceacuícola,Exótica,Presente,,,,,294943
3119INVAS,Peces,16,Anostomidae,Leporinus fasciatus,Dulceacuícola,Exótica,Presente,,,,,252395
3132INVAS,Plantas,4,Asteraceae,Leucanthemum vulgare,Terrestre,Exótica,Presente,,,,,185226
3135INVAS,Insectos,12,Lyonetiidae,Leucoptera coffeella,Terrestre,Exótica,Presente,Invasora,,,,252156
3140INVAS,Plantas,4,Oleaceae,Ligustrum lucidum,Terrestre,Exótica,Presente,Invasora,,,,166112
3150INVAS,Plantas,4,Plantaginaceae,Linaria dalmatica,Terrestre,Exótica,Ausente,,,,,
3165INVAS,Plantas,4,Arecaceae,Livistona chinensis,Terrestre,Exótica,Presente,Invasora,X,,,158914
3200INVAS,Plantas,4,Solanaceae,Solanum lycopersicum,Terrestre,Exótica,Presente confinada,,,,,
3229INVAS,Peces,16,Mastacembelidae,Macrognathus siamensis,Dulceacuícola,Exótica,Presente,,,,,252419
3249INVAS,Plantas,4,Malvaceae,Malva parviflora,Terrestre,Exótica,Presente,,,,,165291
3255INVAS,Plantas,4,Anacardiaceae,Mangifera indica,Terrestre,Exótica,Presente,,,,,162740
3260INVAS,Moluscos,13,Ampullariidae,Marisa cornuarietis,Dulceacuícola,Exótica,Presente,Invasora,X,,,290587
3317INVAS,Peces,16,Serrasalmidae,Metynnis,Dulceacuícola,Exótica,Presente,,,,,290626
3318INVAS,Peces,16,Serrasalmidae,Metynnis hypsauchen,Dulceacuícola,Exótica,Presente confinada,,,,,290628
3334INVAS,Plantas,4,Fabaceae,Mimosa scabrella,Terrestre,Exótica,Presente,,,,,250665
3336INVAS,Insectos,12,Aphididae,Mindarus,Terrestre,El género tiene spp. Nativas,,Invasora,X,,,279431
3342INVAS,Peces,16,Characidae,Moenkhausia sanctaefilomenae,Dulceacuícola,Exótica,Presente,,,,,252301
3360INVAS,Plantas,4,Rubiaceae,Morinda citrifolia,Terrestre,Exótica,Presente,,,,,167170
3369INVAS,Plantas,4,Moraceae,Morus nigra,Terrestre,Exótica,Presente,,,,,275013
3374INVAS,Plantas,4,Fabaceae,Mucuna pruriens,Terrestre,Exótica,Presente,,,,,187987
3386INVAS,Plantas,4,Musaceae,Musa balbisiana,Terrestre,Exótica,Presente,,,,,193868
3387INVAS,Plantas,4,Musaceae,Musa paradisiaca,Terrestre,Exótica,Presente,,,,,
3474INVAS,Plantas,4,Solanaceae,Nicandra physalodes,Terrestre,Exótica,Presente,,,,,190868
3511INVAS,Plantas,4,Lamiaceae,Ocimum basilicum,Terrestre,Exótica,Presente,,,,,164505
3528INVAS,Peces,16,Salmonidae,Oncorhynchus clarkii,Dulceacuícola,Exótica,Presente,,,,,294935
3536INVAS,Peces,16,Salmonidae,Oncorhynchus kisutch,Dulceacuícola,Exótica,Presente,,,,,232996
3592INVAS,Plantas,4,Poaceae,Oryza sativa,Terrestre,Exótica,Presente,,,,,177781
3596INVAS,Peces,16,Osteoglossidae,Osteoglossum bicirrhosum,Dulceacuícola,Exótica,Presente,,,,,252447
3711INVAS,Plantas,4,Passifloraceae,Passiflora edulis,Terrestre,Exótica,Presente,,,,,171325
3732INVAS,Plantas,4,Poaceae,Pennisetum villosum,Terrestre,Exótica,Presente,,,,,178805
3734INVAS,Plantas,4,Rubiaceae,Pentas lanceolata,Terrestre,Exótica,Presente,,,,,193866
3850INVAS,Plantas,4,Piperaceae,Piper nigrum,Terrestre,Exótica,Presente,,,,,166408
3880INVAS,Plantas,4,Cupressaceae,Platycladus orientalis,Terrestre,Exótica,Presente,,,,,275028
3919INVAS,Plantas,4,Bignoniaceae,Podranea ricasoliana,Terrestre,Exótica,Presente,,,,,168754
3943INVAS,Plantas,4,Polygonaceae,Persicaria amphibia,Dulceacuícola,Exótica,Presente,,,,,201330
3967INVAS,Algas y protoctistas,3,Bangiaceae,Phycocalidia suborbiculata,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,250455
4005INVAS,Algas y protoctistas,3,Incertae sedis,Pseudopfiesteria shumwayae,Marino,Exótica,Ausente,,,,,
4056INVAS,Peces,16,Loricariidae,Pterygoplichthys ambrosettii,Dulceacuícola,Exótica,Presente,,,,,290650
4061INVAS,Plantas,4,Arecaceae,Ptychosperma macarthurii,Terrestre,Exótica,Presente,Invasora,X,,,252232
4085INVAS,Peces,16,Serrasalmidae,Pygocentrus nattereri,Dulceacuícola,Exótica,Presente,,,,,252315
4121INVAS,Plantas,4,Brassicaceae,Raphanus sativus,Terrestre,Exótica,Presente,,,,,169109
4124INVAS,Plantas,4,Strelitziaceae,Ravenala madagascariensis,Terrestre,Exótica,Presente,,,,,160452
4179INVAS,Plantas,4,Rutaceae,Ruta chalepensis,Terrestre,Exótica,Presente,,,,,170923
4200INVAS,Plantas,4,Chenopodiaceae,Salsola paulsenii,Terrestre,Exótica,Presente,,,,,294924
4202INVAS,Plantas,4,Chenopodiaceae,Salsola kali tragus,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,
4224INVAS,Peces,16,Cichlidae,Sarotherodon melanotheron,Salobre,Exótica,Ausente,,,,,290651
4280INVAS,Peces,16,Serrasalmidae,Serrasalmus rhombeus,Dulceacuícola,Exótica,Presente confinada,,,,,290653
4316INVAS,Plantas,4,Solanaceae,Solanum melongena,Terrestre,Exótica,Presente,,,,,
4341INVAS,Plantas,4,Chenopodiaceae,Spinacia oleracea,Terrestre,Exótica,Presente,,,,,169057
4418INVAS,Plantas,4,Myrtaceae,Syzygium malaccense,Terrestre,Exótica,Presente,,,,,280046
4423INVAS,Plantas,4,Apocynaceae,Tabernaemontana divaricata,Terrestre,Exótica,Presente,,,,,168198
4437INVAS,Plantas,4,Asteraceae,Taraxacum officinale,Terrestre,Exótica,Presente,,,,,182863
4445INVAS,Plantas,4,Bignoniaceae,Tecomaria capensis,Terrestre,Exótica,Presente,,,,,168802
4446INVAS,Plantas,4,Lamiaceae,Tectona grandis,Terrestre,Exótica,Presente,,,,,167916
4488INVAS,Peces,16,Cichlidae,Thorichthys maculipinnis,Dulceacuícola,Nativa,Presente,Invasora,X,,,37069
4495INVAS,Plantas,4,Acanthaceae,Thunbergia erecta,Terrestre,Exótica,Presente,,,,,191730
4511INVAS,Plantas,4,Linderniaceae,Torenia fournieri,Terrestre,Exótica,Presente,,,,,153879
4611INVAS,Plantas,4,Ulmaceae,Ulmus pumila,Terrestre,Exótica,Presente,,,,,167693
4636INVAS,Plantas,4,Urticaceae,Urtica urens,Terrestre,Exótica,Presente,,,,,200314
4655INVAS,Plantas,4,Scrophulariaceae,Verbascum blattaria,Terrestre,Exótica,Presente,,,,,199038
4656INVAS,Plantas,4,Scrophulariaceae,Verbascum thapsus,Terrestre,Exótica,Presente,,,,,199039
4683INVAS,Virus y bacterias,3,Xanthomonadaceae,Xanthomonas albilineans,Terrestre,Exótica,Presente,Invasora,,,,
4685INVAS,Virus y bacterias,3,Lysobacteraceae,Xanthomonas axonopodis vasculorum,Terrestre,Exótica,Presente,Invasora,,,,
4720INVAS,Plantas,4,Zingiberaceae,Zingiber officinale,Terrestre,Exótica,Presente,,,,,162117
4748INVAS,Reptiles,18,Trionychidae,Apalone ferox,Dulceacuícola,Exótica,Presente confinada,Invasora,X,,,252641
4787INVAS,Peces,16,Callichthyidae,Corydoras aeneus,Dulceacuícola,Exótica,Presente,,,,,252402
4804INVAS,Reptiles,18,Emydidae,Chrysemys picta,Dulceacuícola,Exótica,Presente,Invasora,X,,,27182
4842INVAS,Peces,16,Characidae,Gymnocorymbus ternetzi,Dulceacuícola,Exótica,Presente,Invasora,X,,,252299
4843INVAS,Peces,16,Gyrinocheilidae,Gyrinocheilus aymonieri,Dulceacuícola,Exótica,Presente,,,,,252414
4854INVAS,Peces,16,Cichlidae,Rubricatochromis bimaculatus,Dulceacuícola,Exótica,Presente,Invasora,,,,290601
4855INVAS,Peces,16,Cichlidae,Heros severus,Dulceacuícola,Exótica,Presente,Invasora,X,,,252163
4889INVAS,Peces,16,Osphronemidae,Macropodus opercularis,Dulceacuícola,Exótica,Presente confinada,,,,,290622
4891INVAS,Peces,16,Cichlidae,Melanochromis auratus,Dulceacuícola,Exótica,Presente,Invasora,X,,,252280
4909INVAS,Peces,16,Osphronemidae,Osphronemus goramy,Dulceacuícola,Exótica,Presente confinada,,,,,290637
4913INVAS,Peces,16,Cobitidae,Pangio kuhlii,Dulceacuícola,Exótica,Presente,,,,,252291
4915INVAS,Peces,16,Characidae,Paracheirodon innesi,Dulceacuícola,Exótica,Presente,,,,,252303
4928INVAS,Peces,16,Pimelodidae,Phractocephalus hemioliopterus,Dulceacuícola,Exótica,Presente,,,,,252310
4943INVAS,Peces,16,Cichlidae,Pterophyllum scalare,Dulceacuícola,Exótica,Presente,,X,,,252288
4961INVAS,Peces,16,Danionidae,Tanichthys albonubes,Dulceacuícola,Exótica,Presente,,,,,252297
4964INVAS,Peces,16,Cichlidae,Heterotilapia buettikoferi,Dulceacuícola,Exótica,Presente,,,,,252467
4982INVAS,Plantas,4,Fabaceae,Acacia mangium,Terrestre,Exótica,Presente,,,,,192254
4993INVAS,Plantas,4,Simaroubaceae,Ailanthus altissima,Terrestre,Exótica,Presente,,,,,201745
4999INVAS,Plantas,4,Araceae,Alocasia macrorrhizos,Terrestre,Exótica,Presente,,,,,278543
5011INVAS,Insectos,12,Tephritidae,Anastrepha suspensa,Terrestre,Exótica,Ausente,Invasora,,"LISTA DE PLAGAS BAJO VIGILANCIA, 2025",,290509
5020INVAS,Insectos,12,Aphididae,Aphis craccivora,Terrestre,Exótica,Presente,Invasora,,,,243336
5021INVAS,Insectos,12,Aphididae,Aphis gossypii,Terrestre,Criptogénica,Presente,Invasora,,,,117596
5022INVAS,Insectos,12,Aphididae,Aphis spiraecola,Terrestre,Exótica,Presente,Invasora,,,,243340
5024INVAS,Peces,16,Xenocyprididae,Hypophthalmichthys nobilis,Dulceacuícola,Exótica,Presente,Invasora,X,,,37119
5025INVAS,Plantas,4,Asparagaceae,Asparagus densiflorus,Terrestre,Exótica,Presente,,,,,156014
5028INVAS,Plantas,4,Poaceae,Avena sterilis,Terrestre,Exótica,Presente,Invasora,X,,,196697
5029INVAS,Plantas,4,Meliaceae,Azadirachta indica,Terrestre,Exótica,Presente,Invasora,,,,231096
5031INVAS,Reptiles,18,Colubridae,Boiga irregularis,Terrestre,Exótica,Ausente,,,,,279444
5050INVAS,Insectos,12,Tephritidae,Ceratitis capitata,Terrestre,Exótica,Ausente,Invasora,,"LISTA DE PLAGAS BAJO VIGILANCIA, 2025",,228927
5054INVAS,Plantas,4,Asteraceae,Cirsium arvense,Terrestre,Exótica,Ausente,Invasora,X,,,200455
5057INVAS,Plantas,4,Arecaceae,Cocos nucifera,Terrestre,Exótica,Presente confinada,,,,,156728
5058INVAS,Plantas,4,Araceae,Colocasia esculenta,Terrestre,Exótica,Presente,,,,,156753
5074INVAS,Plantas,4,Fabaceae,Cytisus scoparius,Terrestre,Exótica,Ausente,Invasora,X,,,290497
5086INVAS,Plantas,4,Poaceae,Digitaria ciliaris,Terrestre,Exótica,Presente,,,,,173756
5088INVAS,Plantas,4,Dioscoreaceae,Dioscorea alata,Terrestre,Exótica,Presente,,,,,192108
5090INVAS,Insectos,12,Drosophilidae,Drosophila suzukii,Terrestre,Exótica,Presente,Invasora,,,,
5096INVAS,Plantas,4,Araceae,Epipremnum pinnatum,Terrestre,Exótica,Se desconoce,Invasora,X,,,
5102INVAS,Plantas,4,Euphorbiaceae,Euphorbia tirucalli,Terrestre,Exótica,Presente,,,,,199031
5105INVAS,Plantas,4,Rosaceae,Fragaria vesca,Terrestre,Exótica,Presente confinada,,,,,166843
5112INVAS,Plantas,4,Proteaceae,Grevillea robusta,Terrestre,Exótica,Presente,,,,,166760
5127INVAS,Algas y protoctistas,3,Solieriaceae,Kappaphycus alvarezii,Marino,Exótica,Presente,,,,,290493
5129INVAS,Plantas,4,Lamiaceae,Lamium amplexicaule,Terrestre,Exótica,Presente,,,,,198373
5137INVAS,Insectos,12,Tortricidae,Lobesia botrana,Terrestre,Exótica,Ausente,Invasora,,Plagas bajo vigilancia Senasica 2025,,279456
5138INVAS,Plantas,4,Caprifoliaceae,Lonicera japonica,Terrestre,Exótica,Presente,,,,,163421
5148INVAS,Insectos,12,Formicidae,Monomorium pharaonis,Terrestre,Exótica,Presente,Invasora,X,,,98846
5150INVAS,Plantas,4,Moringaceae,Moringa oleifera,Terrestre,Exótica,Presente,Invasora,X,,,200764
5152INVAS,Plantas,4,Moraceae,Morus alba,Terrestre,Exótica,Presente,,,,,192769
5158INVAS,Insectos,12,Aphididae,Myzus persicae,Terrestre,Exótica,Presente,Invasora,,,,
5170INVAS,Moluscos,13,Ostreidae,Ostrea edulis,Marino,Exótica,Presente,,,,,230719
5175INVAS,Insectos,12,Formicidae,Paratrechina longicornis,Terrestre,Exótica,Presente,,,,,99070
5191INVAS,Insectos,12,Plutellidae,Plutella xylostella,Terrestre,Exótica,Presente,,,,,280116
5193INVAS,Plantas,4,Portulacaceae,Portulaca oleracea,Terrestre,Exótica,Presente,,,,,166740
5194INVAS,Otros invertebrados,9,Pratylenchidae,Pratylenchus speijeri,Terrestre,Criptogénica,Ausente,Invasora,,,,
5198INVAS,Plantas,4,Rosaceae,Prunus persica,Terrestre,Exótica,Presente,,,,,170842
5207INVAS,Plantas,4,Salviniaceae,Salvinia molesta,Dulceacuícola,Exótica,Presente,Invasora,X,,,252605
5213INVAS,Peces,16,Cyprinidae,Scardinius erythrophthalmus,Dulceacuícola,Exótica,Presente,,,,,294933
5217INVAS,Plantas,4,Anacardiaceae,Schinus terebinthifolius,Terrestre,Exótica,Presente,,,,,201725
5230INVAS,Plantas,4,Asteraceae,Sonchus arvensis,Terrestre,Exótica,Ausente,Invasora,X,,,279453
5235INVAS,Insectos,12,Curculionidae,Sternochetus mangiferae,Terrestre,Exótica,Ausente,Invasora,,,,290525
5239INVAS,Plantas,4,Myrtaceae,Syzygium jambos,Terrestre,Exótica,Presente,,,,,165908
5240INVAS,Plantas,4,Bignoniaceae,Tabebuia heterophylla,Terrestre,Exótica,Presente confinada,,,,,201880
5242INVAS,Plantas,4,Tamaricaceae,Tamarix parviflora,Terrestre,Exótica,Presente,,,,,200404
5245INVAS,Plantas,4,Combretaceae,Terminalia catappa,Terrestre,Exótica,Presente,Invasora,X,,,163606
5248INVAS,Plantas,4,Acanthaceae,Thunbergia grandiflora,Terrestre,Exótica,Presente,,,,,191768
5253INVAS,Plantas,4,Lythraceae,Trapa natans,Dulceacuícola,Exótica,Presente,Invasora,X,,,279468
5264INVAS,Arácnidos,12,Varroidae,Varroa destructor,Terrestre,Exótica,Presente,,,,,230183
5266INVAS,Virus y bacterias,3,Xanthomonadaceae,Xylella fastidiosa,Terrestre,Exótica,Presente,Invasora,,Plagas bajo vigilancia Senasica 2025,,
5267INVAS,Plantas,4,Rhamnaceae,Ziziphus mauritiana,Terrestre,Exótica,Presente,,,,,193815
5269INVAS,Reptiles,18,Iguanidae,Iguana iguana,Terrestre,Exótica,Presente,,,,,26706
5271INVAS,Reptiles,18,Pythonidae,Python bivittatus,Terrestre,Exótica,Presente confinada,Invasora,X,Lista oficial invasoras México,,252649
5273INVAS,Plantas,4,Crassulaceae,Kalanchoe delagoensis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,198915
5274INVAS,Reptiles,18,Trionychidae,Apalone spinifera,Dulceacuícola,Nativa,Presente,Invasora,X,,,27205
5278INVAS,Plantas,4,Fabaceae,Pueraria montana,Terrestre,Exótica,Ausente,Invasora,X,,,201455
5280INVAS,Mamíferos,20,Herpestidae,Urva javanica,Terrestre,Exótica,Ausente,,,,,279364
5281INVAS,Plantas,4,Fabaceae,Coronilla varia,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,252583
5284INVAS,Plantas,4,Fabaceae,Galega officinalis,Terrestre,Exótica,Ausente,Invasora,X,NOM-043-FITO-1999,,256958
5285INVAS,Plantas,12,Fabaceae,Gastrolobium grandiflorum,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,279390
5286INVAS,Plantas,4,Fabaceae,Lablab purpureus,Terrestre,Exótica,Presente,,,,,200757
5287INVAS,Plantas,4,Fabaceae,Peltophorum pterocarpum,Terrestre,Exótica,Presente,,,,,201360
5288INVAS,Plantas,4,Fabaceae,Sesbania grandiflora,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,200596
5289INVAS,Plantas,4,Fabaceae,Spartium junceum,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,186897
5290INVAS,Plantas,4,Fabaceae,Sutherlandia frutescens,Terrestre,Exótica,Presente,,,,,186417
5292INVAS,Plantas,4,Fabaceae,Vigna unguiculata,Terrestre,Exótica,Presente,,,,,193161
5293INVAS,Plantas,4,Asphodelaceae,Asphodelus fistulosus,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,156021
5294INVAS,Plantas,4,Asparagaceae,Dracaena hyacinthoides,Terrestre,Exótica,Presente,,,,,286177
5295INVAS,Plantas,4,Loasaceae,Mentzelia nitens,Terrestre,Exótica,Presente,,,,,200776
5298INVAS,Plantas,4,Lythraceae,Lythrum salicaria,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,229913
5300INVAS,Plantas,4,Goodeniaceae,Scaevola taccada,Terrestre,Exótica,Presente,,,,,201461
5301INVAS,Insectos,12,Vespidae,Vespa mandarinia,Terrestre,Exótica,Ausente,Invasora,X,,,279435
5302INVAS,Insectos,12,Vespidae,Vespa velutina,Terrestre,Exótica,Ausente,Invasora,X,,,279436
5303INVAS,Plantas,4,Poaceae,Arthraxon hispidus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,175256
5304INVAS,Algas y protoctistas,3,Ulvaceae,Ulva fasciata,Marino,Exótica,Presente,Invasora,X,,,9581
5305INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia australis,Marino,Exótica,Presente,,,,,11324
5306INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia delicatissima,Marino,Exótica,Presente,,,,,11325
5307INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia fraudulenta,Marino,Exótica,Presente,,,,,11326
5308INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia multiseries,Marino,Exótica,Presente,,,,,11329
5309INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia multistriata,Marino,Exótica,Presente,,,,,248976
5310INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia pseudodelicatissima,Marino,Exótica,Presente,,,,,11331
5311INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia pungens,Marino,Exótica,Presente,,,,,11332
5312INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia seriata,Marino,Exótica,Presente,,,,,11333
5313INVAS,Algas y protoctistas,3,Bacillariaceae,Pseudo-nitzschia subfraudulenta,Marino,Exótica,Presente,,,,,11334
5314INVAS,Algas y protoctistas,3,Cladopyxidaceae,Palaeophalacroma unicinctum,Marino,Exótica,Presente,,,,,14848
5315INVAS,Algas y protoctistas,3,Incertae sedis,Peridiniella danica,Marino,Exótica,Presente,,,,,14393
5316INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis acuminata,Marino,Exótica,Presente,,,,,14226
5317INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis acuta,Marino,Exótica,Presente,,,,,14227
5318INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis caudata,Marino,Exótica,Presente,,,,,14233
5319INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis fortii,Marino,Exótica,Presente,,,,,14241
5320INVAS,Algas y protoctistas,3,Oxyphysaceae,Phalacroma lativelatum,Marino,Exótica,Presente,,,,,250437
5321INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis miles,Marino,Exótica,Se desconoce,,,,,14245
5322INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis norvegica,Marino,Exótica,Presente,,,,,14247
5323INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis sacculus,Marino,Exótica,Presente,,,,,14257
5324INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis similis,Marino,Exótica,Presente,,,,,14260
5325INVAS,Algas y protoctistas,3,Dinophysaceae,Dinophysis tripos,Marino,Exótica,Presente,,,,,14262
5326INVAS,Algas y protoctistas,3,Dinophysaceae,Histioneis crateriformis,Marino,Exótica,Presente,,,,,14267
5327INVAS,Algas y protoctistas,3,Oxyphysaceae,Phalacroma mitra,Marino,Exótica,Presente,,,,,14299
5328INVAS,Algas y protoctistas,3,Oxyphysaceae,Phalacroma rotundatum,Marino,Exótica,Presente,,,,,14305
5329INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium minutum,Marino,Exótica,Presente,,,,,14680
5330INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium catenella,Marino,Exótica,Presente,,,,,14399
5331INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium cohorticula,Marino,Exótica,Presente,,,,,14400
5332INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium hiranoi,Marino,Exótica,Se desconoce,,,,,
5333INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium leei,Marino,Exótica,Presente,,,,,14678
5334INVAS,Moluscos,13,Ampullariidae,Pomacea canaliculata,Dulceacuícola,Exótica,Presente,Invasora,,,,54887
5335INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium monilatum,Marino,Exótica,Presente,,,,,14401
5336INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium ostenfeldii,Marino,Exótica,Presente,,,,,14681
5337INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium tamarense,Marino,Exótica,Presente,,,,,14684
5338INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium tamiyavanichii,Marino,Exótica,Presente,,,,,14685
5340INVAS,Algas y protoctistas,3,Ostreopsidaceae,Pyrodinium bahamense,Marino,Exótica,Presente,,,,,14398
5341INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium gaarderae,Marino,Exótica,Se desconoce,,,,,288356
5342INVAS,Algas y protoctistas,3,Ostreopsidaceae,Alexandrium kutnerae,Marino,Exótica,Se desconoce,,,,,14677
5343INVAS,Algas y protoctistas,3,Lingulodiniaceae,Amylax triacantha,Marino,Exótica,Presente,,,,,14691
5344INVAS,Algas y protoctistas,3,Protoceratidaceae,Protoceratium reticulatum,Marino,Exótica,Presente,,,,,14430
5345INVAS,Algas y protoctistas,3,Protoceratidaceae,Protoceratium globosum,Marino,Exótica,Presente,,,,,14867
5346INVAS,Algas y protoctistas,3,Amphidiniaceae,Amphidinium carterae,Marino,Exótica,Presente,,,,,14606
5347INVAS,Algas y protoctistas,3,Amphidiniaceae,Amphidinium operculatum,Marino,Exótica,Presente,,,,,14611
5348INVAS,Algas y protoctistas,3,Incertae sedis,Cochlodinium polykrikoides,Marino,Exótica,Presente,,,,,14315
5349INVAS,Algas y protoctistas,3,Gymnodiniaceae,Gymnodinium catenatum,Marino,Exótica,Presente,,,,,14321
5350INVAS,Algas y protoctistas,3,Brachidiniales,Takayama pulchella,Marino,Exótica,Se desconoce,,,,,
5351INVAS,Algas y protoctistas,3,Brachidiniaceae,Karenia brevis,Marino,Exótica,Presente,,,,,14342
5352INVAS,Algas y protoctistas,3,Brachidiniaceae,Karenia brevisulcata,Marino,Exótica,Presente,,,,,15789
5353INVAS,Algas y protoctistas,3,Brachidiniaceae,Karenia mikimotoi,Marino,Exótica,Presente,,,,,14829
5354INVAS,Algas y protoctistas,3,Brachidiniaceae,Karlodinium veneficum,Marino,Exótica,Ausente,,,,,15790
5355INVAS,Algas y protoctistas,3,Heterodiniaceae,Dolichodinium lineatum,Marino,Exótica,Se desconoce,,,,,14785
5356INVAS,Algas y protoctistas,3,Heterodiniaceae,Heterodinium inaequale,Marino,Exótica,Se desconoce,,,,,14824
5357INVAS,Algas y protoctistas,3,Heterodiniaceae,Heterodinium milneri,Marino,Exótica,Presente,,,,,14825
5358INVAS,Algas y protoctistas,3,Noctilucaceae,Spatulodinium pseudonoctiluca,Marino,Exótica,Presente,,,,,14940
5359INVAS,Algas y protoctistas,3,Ostreopsidaceae,Coolia monotis,Marino,Exótica,Presente,,,,,14768
5360INVAS,Algas y protoctistas,3,Ostreopsidaceae,Ostreopsis lenticularis,Marino,Exótica,Se desconoce,,,,,14837
5361INVAS,Algas y protoctistas,3,Ostreopsidaceae,Ostreopsis siamensis,Marino,Exótica,Presente,,,,,14840
5362INVAS,Algas y protoctistas,3,Ostreopsidaceae,Centrodinium complanatum,Marino,Exótica,Presente,,,,,14436
5363INVAS,Algas y protoctistas,3,Oxytoxaceae,Oxytoxum biconicum,Marino,Exótica,Presente,,,,,14841
5364INVAS,Algas y protoctistas,3,Ensiculiferaceae,Ensiculifera angulata,Marino,Exótica,Presente,,,,,14786
5366INVAS,Algas y protoctistas,3,Thoracosphaeraceae,Naiadinium polonicum,Marino,Exótica,Presente,,,,,248686
5367INVAS,Algas y protoctistas,3,Thoracosphaeraceae,Scrippsiella spinifera,Marino,Exótica,Presente,,,,,14945
5368INVAS,Algas y protoctistas,3,Incertae sedis,Pfiesteria piscicida,Marino,Exótica,Se desconoce,,,,,
5369INVAS,Algas y protoctistas,3,Podolampadaceae,Blepharocysta paulsenii,Marino,Exótica,Presente,,,,,14692
5370INVAS,Algas y protoctistas,3,Podolampadaceae,Gaarderia compressa,Marino,Exótica,Se desconoce,,,,,14788
5371INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum lima,Marino,Exótica,Presente,,,,,14582
5372INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum rathymum,Marino,Exótica,Se desconoce,,,,,14865
5373INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum belizeanum,Marino,Exótica,Presente,,,,,14855
5374INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum concavum,Marino,Exótica,Presente,,,,,14859
5375INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum cordatum,Marino,Exótica,Presente,,,,,15172
5376INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum emarginatum,Marino,Exótica,Presente,,,,,14862
5377INVAS,Algas y protoctistas,3,Prorocentraceae,Prorocentrum hoffmannianum,Marino,Exótica,Presente,,,,,230181
5378INVAS,Peces,16,Poeciliidae,Xiphophorus maculatus,Dulceacuícola,Nativa,Presente,Invasora,,,,30780
5379INVAS,Peces,16,Poeciliidae,Xiphophorus variatus,Dulceacuícola,Nativa,Presente,Invasora,,,,30790
5380INVAS,Peces,16,Salmonidae,Oncorhynchus mykiss,Dulceacuícola,Nativa,Presente,Invasora,X,"Lista oficial invasoras México
NOM-059-SEMARNAT-2010",,29898
5381INVAS,Peces,16,Oxudercidae,Acanthogobius flavimanus,Dulceacuícola,Exótica,Presente,Invasora,X,,,28202
