Nacional@0@8007975
Nacional@0@
Nacional@0@8006064
Nacional@0@8006074
Nacional@0@8007312
Nacional@0@8006666
Nacional@0@8006077
Nacional@0@8006079
Nacional@0@8006081
Nacional@0@8006082
Nacional@0@8007314
Nacional@0@8007323
Nacional@0@8006135
Nacional@0@8006136
Nacional@0@8007343
Nacional@0@8006154
Nacional@0@8006155
Nacional@0@8007344
Nacional@0@8007403
Nacional@0@8006173
Nacional@0@8007519
Nacional@0@
Nacional@0@8006183
Nacional@0@8007521
Nacional@0@8006185
Nacional@0@8006186
Nacional@0@8006188
Nacional@0@8006190
Nacional@0@8006191
Nacional@0@8007548
Nacional@0@8006207
Nacional@0@8006208
Nacional@0@8006209
Nacional@0@8007550
Nacional@0@8007582
Nacional@0@8007584
Nacional@0@8006213
Nacional@0@8010079
Importado@20@8006217
Nacional@0@8007636
Nacional@0@8007742
Nacional@0@8006221
Nacional@0@8006225
Nacional@0@8007757
Nacional@0@8006228
Nacional@0@8006229
Nacional@0@8006230
Nacional@0@8006231
Nacional@0@8006232
Nacional@0@8006234
Nacional@0@8006235
Nacional@0@8006236
Importado@20@8006247
Nacional@0@8007758
Nacional@0@8006258
Nacional@0@8006261
Nacional@0@8006262
Nacional@0@8006263
Nacional@0@8007799
Nacional@0@8006271
Nacional@0@8006273
Nacional@0@8006274
Nacional@0@8006275
Nacional@0@8006276
Nacional@0@8006277
Nacional@0@8006278
Nacional@0@8006280
Nacional@0@8006288
Nacional@0@8007832
Nacional@0@8007841
Nacional@0@8006297
Nacional@0@8006298
Nacional@0@8007938
Nacional e Importado@20@8006313
Nacional@0@8007996
Nacional@0@8006388
Importado@20@8009045
Importado@20@8006395
Nacional@0@8008000
Nacional@0@8006411
Nacional@0@8006454
Nacional@0@8006455
Nacional@0@8008002
Nacional@0@8006458
Nacional@0@8006459
Nacional@0@8006460
Nacional@0@8006461
Nacional@0@8006463
Nacional@0@8006466
Nacional@0@8006523
Nacional@0@8006524
Nacional@0@8006525
Nacional@0@8006526
Nacional@0@8006527
Nacional@0@8006529
Nacional@0@8008007
Nacional@0@8008048
Nacional@0@8006541
Nacional@0@8008053
Nacional@0@8008054
Importado@20@
Nacional@0@8006564
Nacional@0@8008055
Nacional@0@
Importado@20@
Nacional@0@8008056
Nacional@0@8006618
Nacional@0@
Nacional@0@8008059
Nacional@0@8006625
Nacional@0@8006642
Nacional@0@
Nacional@0@8020108
Nacional@0@8006662
Nacional@0@8006665
Nacional@0@8008065
Nacional@0@8008083
Nacional@0@8007399
Nacional@0@8006672
Nacional@0@8008105
Nacional@0@8019373
Nacional@0@8008118
Nacional@0@8008182
Nacional@0@8008191
Nacional@0@8008249
Nacional@0@8008311
Nacional@0@8006709
Nacional@0@8006713
Nacional@0@8008312
Nacional@0@8008341
Nacional@0@8008386
Nacional@0@8006720
Nacional@0@8006727
Nacional@0@2002737
Nacional@0@2002415
Importado@20@
Importado@20@
Importado@20@
Nacional@0@
Nacional@0@8006790
Nacional@0@4012593
Nacional@0@8006892
Nacional@0@8006893
Nacional@0@8006894
Nacional@0@8006895
Nacional@0@8006897
Nacional@0@8006898
Nacional@0@8006900
Nacional@0@
Nacional@0@8006902
Nacional@0@8006903
Nacional@0@
Nacional@0@
Nacional@0@8006908
Nacional@0@8006226
Nacional@0@8006764
Nacional@0@8006812
Nacional@0@8007376
Nacional@0@8007377
Nacional@0@4010134
Nacional@0@8006984
Nacional@0@8006985
Nacional@0@2002197
Nacional@0@8019321
Importado@20@8006993
Nacional@0@8007006
Importado@20@
Nacional@0@2002785
Nacional@0@
Nacional@0@8020033
Nacional@0@4009948
Nacional@0@4009949
Nacional@0@
Nacional@0@8008457
Nacional@0@4009848
Nacional@0@8007088
Nacional@0@8007089
Nacional e Importado@20@8007100
Nacional@0@8007088
Nacional@0@2002416
Nacional@0@8007107
Nacional@0@8007108
Nacional@0@8007122
Nacional@0@8007128
Nacional@0@8007130
Nacional@0@2008619
Nacional@0@8007141
Nacional@0@8007144
Nacional@0@8007195
Nacional@0@8007203
Nacional@0@2003163
Nacional@0@2002152
Nacional@0@2002162
Nacional@0@8007214
Nacional@0@2002155
Nacional@0@8007216
Nacional@0@8007217
Nacional@0@8007218
Nacional@0@2002155
Nacional@0@8007220
Nacional@0@4013240
Nacional@0@8007223
Nacional@0@8007225
Nacional@0@8007226
Nacional@0@
Nacional@0@4013375
Nacional@0@8007229
Nacional@0@8006598
Nacional@0@8019325
Nacional@0@8007253
Nacional@0@8007253
Nacional@0@8007270
Nacional@0@8007275
Nacional@0@8007311
Nacional@0@2002342
Nacional@0@8007313
Nacional@0@2008625
Nacional@0@8007316
Nacional@0@8007317
Nacional@0@8007318
Nacional@0@2002738
Importado@20@
Nacional@0@2002189
Importado@20@2002201
Nacional@0@8007348
Nacional@0@8007350
Nacional@0@8007351
Nacional@0@8007356
Nacional@0@8007359
Nacional@0@8007360
Nacional@0@8007361
Nacional@0@8007362
Nacional@0@8007363
Nacional@0@2002665
Nacional@0@
Nacional@0@
Nacional@0@8007389
Nacional@0@8007390
Nacional@0@8007392
Nacional@0@8007394
Nacional@0@2002364
Nacional@0@2002151
Nacional@0@8007400
Nacional@0@2003231
Nacional@0@2002163
Nacional@0@2002166
Nacional@0@8007404
Nacional@0@8007405
Nacional@0@8006206
Nacional@0@2002167
Nacional@0@8019313
Nacional@0@8007415
Nacional@0@8007416
Nacional@0@8007444
Nacional@0@8007445
Nacional@0@8007447
Nacional@0@8007451
Nacional@0@8007452
Nacional@0@8006457
Nacional@0@4013226
Nacional@0@4011904
Nacional@0@8007520
Nacional@0@4010258
Importado@20@
Importado@20@
Importado@20@
Importado@20@
Importado@20@
Importado@20@
Nacional@0@8007534
Nacional@0@4011912
Nacional@0@4010289
Nacional@0@8007553
Nacional@0@8007554
Nacional@0@8007555
Nacional@0@4013308
Nacional@0@
Nacional@0@8007583
Nacional@0@4013799
Nacional@0@8007596
Importado@20@
Nacional@0@8007619
Nacional@0@8007620
Nacional@0@8007621
Nacional@0@8007622
Nacional@0@4011343
Nacional@0@8007627
Nacional@0@8007628
Nacional@0@8007629
Nacional@0@8007630
Nacional@0@8007632
Nacional@0@
Nacional@0@8007663
Nacional@0@8007740
Nacional@0@
Nacional@0@8007743
Nacional@0@8007751
Nacional@0@8007752
Nacional@0@8007756
Nacional@0@4013576
Nacional@0@4013473
Nacional@0@8007765
Nacional@0@8007777
Nacional@0@8007785
Nacional@0@8007790
Nacional@0@8007796
Nacional@0@
Nacional@0@8007810
Nacional@0@8007811
Nacional@0@4013234
Nacional@0@4010238
Nacional e Importado@20@8007858
Nacional@0@8007866
Nacional@0@8007869
Nacional@0@8007870
Importado@20@8007877
Nacional@0@8007896
Nacional@0@8007897
Nacional@0@8007900
Nacional@0@8007903
Nacional@0@8007904
Nacional@0@8007905
Nacional@0@8007906
Nacional@0@8008533
Nacional@0@8007909
Importado@20@
Nacional e Importado@20@8020104
Nacional@0@4014371
Nacional@0@8007939
Nacional@0@8007940
Importado@20@
Nacional@0@4013365
Nacional@0@8007969
Importado@20@8007970
Nacional e Importado@20@8007971
Importado@20@8007972
Nacional@0@8007976
Nacional@0@8007979
Nacional@0@
Nacional@0@
Nacional@0@8008001
Nacional@0@4012183
Nacional@0@
Nacional@0@8008014
Nacional@0@8008018
Nacional@0@8008019
Nacional@0@8008020
Nacional@0@8008021
Nacional@0@8008025
Nacional@0@8008026
Nacional@0@8008027
Nacional@0@8008031
Nacional@0@8008032
Nacional@0@8008035
Nacional@0@8008036
Nacional@0@
Nacional@0@8008037
Nacional@0@8008038
Nacional@0@8008039
Nacional@0@8008040
Nacional@0@8008043
Nacional@0@8008046
Nacional@0@8008047
Nacional@0@4013507
Nacional@0@8008050
Nacional@0@8008051
Nacional@0@1000816
Nacional@0@1001378
Nacional@0@1000810
Nacional@0@1000792
Nacional@0@1001290
Nacional@0@1001295
Nacional@0@8008064
Nacional@0@1001109
Nacional@0@8008066
Nacional@0@8008069
Nacional@0@8008070
Nacional@0@8008071
Nacional@0@8008072
Nacional@0@8008074
Nacional@0@8008075
Nacional@0@8008076
Nacional@0@8008077
Nacional@0@1000910
Nacional@0@1001110
Nacional@0@1001117
Nacional@0@8008106
Nacional@0@8008109
Nacional@0@8008113
Nacional@0@8008117
Nacional@0@1001118
Nacional@0@8008119
Nacional@0@8008123
Nacional@0@8008124
Nacional@0@8008126
Nacional@0@8008127
Nacional@0@8008128
Importado@20@
Nacional@0@8008131
Nacional@0@8008133
Nacional@0@8008134
Nacional@0@8008179
Nacional@0@8006537
Nacional@0@8006660
Nacional@0@8008192
Nacional@0@8008247
Nacional@0@8006728
Nacional@0@
Nacional@0@8008266
Nacional@0@8010773
Nacional e Importado@20@8008287
Nacional e Importado@20@8008288
Nacional@0@8008289
Nacional e Importado@20@8008290
Nacional@0@8008291
Nacional e Importado@20@8008292
Nacional@0@8008305
Nacional@0@8008307
Nacional@0@8008308
Nacional@0@8008309
Nacional@0@8007378
Nacional@0@8007407
Importado@20@
Nacional@0@8008317
Nacional@0@8008320
Nacional@0@8008339
Nacional@0@8007623
Nacional@0@8008343
Nacional@0@8008347
Nacional@0@8008349
Nacional@0@8007943
Nacional@0@
Nacional@0@8008362
Nacional@0@
Nacional e Importado@20@8008398
Nacional@0@8008427
Nacional@0@8008437
