No Selectiva@10@8007311
Selectiva@0@2002342
No Selectiva@10@8007313
Selectiva@0@2008625
No Selectiva@10@8007316
No Selectiva@10@8007317
No Selectiva@10@8007318
Selectiva@0@2002738
No Selectiva@10@
Selectiva@0@2002189
Selectiva@0@2002201
No Selectiva@10@8007348
No Selectiva@10@8007350
No Selectiva@10@8007351
No Selectiva@10@8007356
No Selectiva@10@8007359
No Selectiva@10@8007360
No Selectiva@10@8007361
No Selectiva@10@8007362
No Selectiva@10@8007363
Selectiva@0@2002665
Selectiva@0@
Selectiva@0@
No Selectiva@10@8007389
No Selectiva@10@8007390
No Selectiva@10@8007392
No Selectiva@10@8007394
Selectiva@0@2002364
No Selectiva@10@2002151
Selectiva@0@8007400
No Selectiva@10@2003231
No Selectiva@10@2002163
No Selectiva@10@2002166
No Selectiva@10@8007404
No Selectiva@10@8007405
No Selectiva@10@8006206
No Selectiva@10@2002167
No Selectiva@10@8019313
No Selectiva@10@8007415
No Selectiva@10@8007416
No Selectiva@10@8007444
No Selectiva@10@8007445
No Selectiva@10@8007447
No Selectiva@10@8007451
Selectiva@0@8007452
No Selectiva@10@8006457
Sin datos @0@4013226
Sin datos @0@4011904
No Selectiva@10@8007520
Sin datos @0@4010258
No Selectiva@10@
No Selectiva@10@
No Selectiva@10@
No Selectiva@10@
No Selectiva@10@
No Selectiva@10@
No Selectiva@10@8007534
Selectiva@0@4011912
Selectiva@0@4010289
No Selectiva@10@8007553
No Selectiva@10@8007554
No Selectiva@10@8007555
Selectiva@0@4013308
Selectiva@0@
No Selectiva@10@8007583
Selectiva@0@4013799
No Selectiva@10@8007596
Sin datos @0@
No Selectiva@10@8007619
No Selectiva@10@8007620
No Selectiva@10@8007621
No Selectiva@10@8007622
Sin datos @0@4011343
No Selectiva@10@8007627
No Selectiva@10@8007628
No Selectiva@10@8007629
No Selectiva@10@8007630
No Selectiva@10@8007632
Sin datos @0@
No Selectiva@10@8007663
No Selectiva@10@8007740
Sin datos @0@
No Selectiva@10@8007743
No Selectiva@10@8007751
No Selectiva@10@8007752
No Selectiva@10@8007756
Selectiva@0@4013576
Selectiva@0@4013473
No Selectiva@10@8007765
No Selectiva@10@8007777
No Selectiva@10@8007785
No Selectiva@10@8007790
No Selectiva@10@8007796
Selectiva@0@
No Selectiva@10@8007810
No Selectiva@10@8007811
Selectiva@0@4013234
Selectiva@0@4010238
No Selectiva@10@8007858
No Selectiva@10@8007866
No Selectiva@10@8007869
No Selectiva@10@8007870
No Selectiva@10@8007877
No Selectiva@10@8007896
No Selectiva@10@8007897
No Selectiva@10@8007900
No Selectiva@10@8007903
No Selectiva@10@8007904
No Selectiva@10@8007905
No Selectiva@10@8007906
No Selectiva@10@8008533
No Selectiva@10@8007909
No Selectiva@10@
Sin datos @0@8020104
Selectiva@0@4014371
No Selectiva@10@8007939
No Selectiva@10@8007940
No Selectiva@10@
Sin datos @0@4013365
No Selectiva@10@8007969
No Selectiva@10@8007970
No Selectiva@10@8007971
No Selectiva@10@8007972
No Selectiva@10@8007976
No Selectiva@10@8007979
Selectiva@0@
Selectiva@0@
No Selectiva@10@8008001
Selectiva@0@4012183
Selectiva@0@
No Selectiva@10@8008014
No Selectiva@10@8008018
No Selectiva@10@8008019
No Selectiva@10@8008020
No Selectiva@10@8008021
No Selectiva@10@8008025
No Selectiva@10@8008026
No Selectiva@10@8008027
No Selectiva@10@8008031
No Selectiva@10@8008032
No Selectiva@10@8008035
No Selectiva@10@8008036
No Selectiva@10@
No Selectiva@10@8008037
No Selectiva@10@8008038
No Selectiva@10@8008039
No Selectiva@10@8008040
No Selectiva@10@8008043
No Selectiva@10@8008046
No Selectiva@10@8008047
Sin datos @0@4013507
No Selectiva@10@8008050
No Selectiva@10@8008051
Sin datos @0@1000816
Sin datos @0@1001378
Sin datos @0@1000810
Sin datos @0@1000792
Sin datos @0@1001290
Sin datos @0@1001295
No Selectiva@10@8008064
Sin datos @0@1001109
No Selectiva@10@8008066
No Selectiva@10@8008069
No Selectiva@10@8008070
No Selectiva@10@8008071
No Selectiva@10@8008072
No Selectiva@10@8008074
No Selectiva@10@8008075
No Selectiva@10@8008076
No Selectiva@10@8008077
Sin datos @0@1000910
Sin datos @0@1001110
Sin datos @0@1001117
No Selectiva@10@8008106
No Selectiva@10@8008109
No Selectiva@10@8008113
No Selectiva@10@8008117
Sin datos @0@1001118
No Selectiva@10@8008119
No Selectiva@10@8008123
No Selectiva@10@8008124
No Selectiva@10@8008126
No Selectiva@10@8008127
No Selectiva@10@8008128
No Selectiva@10@
No Selectiva@10@8008131
No Selectiva@10@8008133
No Selectiva@10@8008134
No Selectiva@10@8008179
Selectiva@0@8006537
Intermedia@5@8006660
No Selectiva@10@8008192
No Selectiva@10@8008247
Selectiva@0@8006728
Selectiva@0@
Selectiva@0@8008266
Selectiva@0@8010773
Selectiva@0@8008287
Selectiva@0@8008288
No Selectiva@10@8008289
Selectiva@0@8008290
Selectiva@0@8008291
Selectiva@0@8008292
Sin datos @0@8008305
No Selectiva@10@8008307
No Selectiva@10@8008308
No Selectiva@10@8008309
Selectiva@0@8007378
Selectiva@0@8007407
No Selectiva@10@
No Selectiva@10@8008317
Selectiva@0@8008320
No Selectiva@10@8008339
Selectiva@0@8007623
No Selectiva@10@8008343
No Selectiva@10@8008347
No Selectiva@10@8008349
Selectiva@0@8007943
No Selectiva@10@
No Selectiva@10@8008362
Selectiva@0@
Selectiva@0@8008398
No Selectiva@10@8008427
No Selectiva@10@8008437
