idCAT,layers,styler,bbox,anio,autor,urlgeoportal,urldescargazip
13524AVES,ehe071dpgw,dp_01g,"-91.6422119140625,7.21347379684448,-77.3122024536133,16.0234756469727",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=ehe071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ehe071dpgw.zip
46522COLEO,ean032dpgw,dp_01g,"-98.75,7.69999980926514,-77.6999969482422,22.0833339691162",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=ean032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ean032dpgw.zip
46523COLEO,eca032dpgw,dp_01g,"-106.816673278809,7.19999980926514,-77.1666641235352,27.9333343505859",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=eca032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/eca032dpgw.zip
46524COLEO,efo032dpgw,dp_01g,"-100.900001525879,7.23333311080933,-77.2166595458984,20.216667175293",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=efo032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/efo032dpgw.zip
36465COLEO,ema032dpgw,dp_01g,"-112.850006103516,7.19999980926514,-77.1666641235352,36.2833366394043",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=ema032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ema032dpgw.zip
15809COLEO,emay032dpgw,dp_01g,"-98.9833374023438,13.7666664123535,-83.1499938964844,21.3500003814697",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=emay032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/emay032dpgw.zip
46521COLEO,emex032dpgw,dp_01g,"-108.533340454102,7.34999990463257,-77.1666641235352,37.0333366394043",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=emex032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/emex032dpgw.zip
14346AVES,euth_lachgw,poly_conabio_conabio_1p,"-109.963229,14.71136,-90.473229,29.52136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=euth_lachgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/euth_lachgw.zip
3096AVES,eaq071dpgw,dp_01g,"-85.4822082519531,7.37347412109375,-77.2122039794922,10.9934749603271",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=eaq071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/eaq071dpgw.zip
12951ANFIB,ebi022dpgw,dp_01v,"-100.075843811035,14.5412635803223,-89.3793106079102,19.9674377441406",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=ebi022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ebi022dpgw.zip
12952ANFIB,ech022dpgw,dp_01v,"-98.0501937866211,14.5412635803223,-89.7734375,19.0325222015381",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=ech022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ech022dpgw.zip
12953ANFIB,eju022dpgw,dp_01v,"-103.68717956543,15.6594953536987,-93.7147445678711,19.8207836151123",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=eju022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/eju022dpgw.zip
12953ANFIB,exer_juangw,poly_conabio_conabio_1p,"-100.437805,16.027626,-96.977806,17.527626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=exer_juangw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exer_juangw.zip
12954ANFIB,eme022dpgw,dp_01v,"-103.751342773438,14.5412635803223,-90.3783874511719,23.9545745849609",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=eme022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/eme022dpgw.zip
12954ANFIB,exer_melagw,poly_conabio_conabio_1p,"-100.457802,15.807626,-94.0578,18.467627",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=exer_melagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exer_melagw.zip
12955ANFIB,epi022dpgw,dp_01v,"-102.30313873291,15.6594953536987,-93.7147445678711,19.8207836151123",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=epi022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/epi022dpgw.zip
12955ANFIB,exer_pinogw,poly_conabio_conabio_1p,"-100.397804,17.217627,-100.217804,17.357626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=exer_pinogw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exer_pinogw.zip
12956ANFIB,esm001dpgw,dp_01v,"-109.569610595703,14.5661649703979,-91.5696029663086,28.9411678314209",2019,Ramírez-Bautista et al.,http://geoportal.conabio.gob.mx/#!l=esm001dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/esm001dpgw.zip
12956ANFIB,esm022dpgw,dp_01v,"-109.351661682129,15.6594953536987,-93.7147445678711,28.1250267028809",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=esm022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/esm022dpgw.zip
12956ANFIB,exer_smargw,poly_conabio_conabio_1p,"-106.277802,18.057627,-98.157806,23.577625",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=exer_smargw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exer_smargw.zip
12957ANFIB,esu022dpgw,dp_01v,"-105.685333251953,14.5465087890625,-90.3692169189453,20.485969543457",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=esu022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/esu022dpgw.zip
12957ANFIB,exer_sumigw,poly_conabio_conabio_1p,"-100.437805,15.667626,-92.747803,17.877626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=exer_sumigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exer_sumigw.zip
12958ANFIB,exe022dpgw,dp_01v,"-101.35905456543,15.6594953536987,-92.5231857299805,21.9472560882568",2016,Ochoa-Ochoa y Flores-Villela,http://geoportal.conabio.gob.mx/#!l=exe022dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exe022dpgw.zip
12958ANFIB,exer_xeragw,poly_conabio_conabio_1p,"-97.6978,17.747625,-96.8778,18.497625",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=exer_xeragw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/exer_xeragw.zip
31487ANGIO,edi052dpgw,dp_01g,"-90.8749999995615,17.4166666667333,-86.7083333328411,21.3750000001177",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=edi052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/edi052dpgw.zip
51919ANGIO,eor009dpgw,jm009_0_1,"-117.300028,20.97,-102.208965,32.71953",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=eor009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/eor009dpgw.zip
51919ANGIO,eor052dpgw,dp_01g,"-113.291666666517,22.4999999996753,-104.916666666409,35.0416666665037",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=eor052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/eor052dpgw.zip
52165ANGIO,epl009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=epl009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/epl009dpgw.zip
52205ANGIO,epol009dpgw,jm009_0_1,"-115.082179,14.56617,-89.7665249999999,32.4987859999999",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=epol009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/epol009dpgw.zip
52922ANGIO,ete009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ete009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ete009dpgw.zip
64027ANGIO,fgrm013dpgw,dp_01g,"-105.253242492676,18.6839466094971,-96.5105590820312,25.7400436401367",2015,Villaseñor et al.,http://geoportal.conabio.gob.mx/#!l=fgrm013dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fgrm013dpgw.zip
13527AVES,fcoi071dpgw,dp_01g,"-164.935256958008,7.2034740447998,-59.7152404785156,61.123477935791",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=fcoi071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fcoi071dpgw.zip
13527AVES,fal_colu_wgw,poly_conabio_conabio_1p,"-117.123229,14.56136,-86.743229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=fal_colu_wgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fal_colu_wgw.zip
13527AVES,fal_cogw,aves_ce007,"-117.120879,14.530838,-86.710879,32.670838",2006,Gómez de Silva,http://geoportal.conabio.gob.mx/#!l=fal_cogw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fal_cogw.zip
13528AVES,fde071dpgw,dp_01g,"-95.382209777832,12.790376663208,-83.9522018432617,19.0703773498535",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=fde071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fde071dpgw.zip
13529AVES,ffe071dpgw,dp_01g,"-110.77220916748,7.21037673950195,-79.7122039794922,30.2603778839111",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=ffe071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ffe071dpgw.zip
13529AVES,falc_femogw,poly_conabio_conabio_1p,"-116.713229,14.56136,-86.743229,32.57136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=falc_femogw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/falc_femogw.zip
13530AVES,fmex071dpgw,dp_01g,"-125.882209777832,19.8603763580322,-96.7022018432617,52.4403800964355",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=fmex071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fmex071dpgw.zip
13530AVES,falc_mexigw,poly_conabio_conabio_1p,"-117.123229,18.91136,-98.093229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=falc_mexigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/falc_mexigw.zip
13531AVES,fpei071dpgw,dp_01g,"-135.131439208984,7.20952796936035,-61.1114273071289,56.7495307922363",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=fpei071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fpei071dpgw.zip
13531AVES,falc_pere_wgw,poly_conabio_conabio_1p,"-117.123229,14.56136,-86.743229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=falc_pere_wgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/falc_pere_wgw.zip
13531AVES,falc_pere_sgw,poly_conabio_conabio_1p,"-117.003229,18.79136,-98.233229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=falc_pere_sgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/falc_pere_sgw.zip
13531AVES,fal_pegw,aves_ce007,"-117.080879,15.680838,-88.420879,32.610838",2006,Gómez de Silva,http://geoportal.conabio.gob.mx/#!l=fal_pegw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/fal_pegw.zip
